1365203667 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1365203726 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1365805133 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370276182 11 0 0 3065141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370280534 11 0 0 3065145 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370280708 11 0 0 3065145 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370282030 11 0 0 3065146 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370282153 11 0 0 3065146 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370283362 11 0 0 3065146 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370283894 11 0 0 3065146 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370288923 11 0 0 3065146 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370290308 11 0 0 3065296 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370290494 11 0 0 3065296 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370293066 11 0 0 3065308 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370294541 11 0 0 3065308 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370301192 22 0 0 3065308 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370301440 26 0 0 3065308 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370301676 27 0 0 3065308 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370304241 27 0 0 3065452 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370322752 27 0 0 3065452 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370326750 27 0 0 3065458 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1370366471 29 0 0 3065458 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
